,name,company,year,Price,kms_driven,fuel_type
3191,Ford Figo Aspire 1.5 TDCi Trend,Ford,2015,459999,148620,Diesel
3192,Maruti SX4 ZDI,Maruti,2012,310000,70000,Diesel
3193,Hyundai Elite i20 Diesel Asta Option,Hyundai,2018,815000,42000,Diesel
3194,Hyundai Verna 1.6 CRDI SX Option,Hyundai,2017,1200000,40000,Diesel
3195,Chevrolet Optra Magnum 2.0 LT,Chevrolet,2011,170000,150000,Diesel
3196,Maruti S-Cross Alpha DDiS 200 SH,Maruti,2017,1000000,30000,Diesel
3197,Hyundai Santro Xing GLS,Hyundai,2010,155000,90000,Petrol
3198,Mahindra TUV 300 T6 Plus,Mahindra,2017,400000,120000,Diesel
3199,Mahindra Quanto C4,Mahindra,2016,400000,80000,Diesel
3200,Tata Indica Vista Aura 1.3 Quadrajet BSIV,Tata,2010,250000,80000,Diesel
3201,Tata Indigo GLX,Tata,2008,150000,50000,Petrol
3202,Hyundai Santro LP zipPlus,Hyundai,2002,80000,70000,Petrol
3203,Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen,2014,325000,70000,Diesel
3204,Hyundai Elite i20 Sportz Plus CVT BSIV,Hyundai,2019,738000,8000,Petrol
3205,Maruti Alto K10 VXI,Maruti,2016,300000,30000,Petrol
3206,Tata Indica Vista Quadrajet LX,Tata,2012,150000,110000,Diesel
3207,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,2007,440000,223000,Diesel
3208,Volkswagen Vento IPL II Diesel Trendline,Volkswagen,2011,280000,110000,Diesel
3209,Hyundai Santro GS,Hyundai,2006,100000,120000,Petrol
3210,Maruti Swift VXi BSIV,Maruti,2008,150000,100000,Petrol
3211,Maruti Swift Dzire VDI,Maruti,2014,380000,100000,Diesel
3212,Maruti Alto LX,Maruti,2006,90000,60000,Petrol
3213,Mahindra Scorpio VLS 2.2 mHawk,Mahindra,2008,300000,270000,Diesel
3214,Skoda Fabia 1.2 TDI Active,Skoda,2011,275000,60000,Diesel
3215,Maruti Zen Estilo Sports,Maruti,2009,180000,41090,Petrol
3216,Maruti Swift VDI,Maruti,2012,225000,296823,Diesel
3217,Maruti Alto 800 LXI,Maruti,2014,200000,40000,Petrol
3218,Toyota Corolla Altis G,Toyota,2011,500000,40000,Petrol
3219,Ford Fiesta 1.6 Duratec S,Ford,2010,300000,70000,Petrol
3220,Hyundai Verna 1.6 CRDi SX,Hyundai,2015,765000,80000,Diesel
3221,Maruti Swift Dzire VDI,Maruti,2017,650000,90000,Diesel
3222,Maruti Wagon R VXI Plus Optional,Maruti,2017,380000,19000,Petrol
3223,Maruti Swift Dzire VDI,Maruti,2014,480000,110000,Diesel
3224,Mahindra Jeep MM 540,Mahindra,1996,200000,60000,Diesel
3225,Maruti Zen Estilo LXI Green (CNG),Maruti,2010,145000,68000,CNG
3226,Maruti Ritz VDi,Maruti,2011,280000,120000,Diesel
3227,Maruti Swift Dzire VDI,Maruti,2014,254999,30000,Diesel
3228,Tata Bolt Revotron XE,Tata,2016,300000,90000,Petrol
3229,Maruti Swift VDI BSIV,Maruti,2015,480000,140000,Diesel
3230,Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,Skoda,2017,850000,44500,Petrol
3231,Hyundai i20 Asta 1.4 CRDi,Hyundai,2014,350000,52000,Diesel
3232,Hyundai i20 Active 1.2 SX,Hyundai,2016,650000,26000,Petrol
3233,Tata New Safari 4X2,Tata,2007,550000,80000,Petrol
3234,Maruti Celerio VXI,Maruti,2015,300000,35000,Petrol
3235,Maruti Swift 1.3 VXi,Maruti,2008,150000,60000,Petrol
3236,Hyundai Grand i10 Sportz,Hyundai,2014,300000,120000,Petrol
3237,Hyundai Santro Xing XG,Hyundai,2004,80000,58000,Petrol
3238,Tata Manza ELAN Quadrajet BS IV,Tata,2011,180000,80000,Diesel
3239,Ford Fiesta 1.4 ZXi TDCi ABS,Ford,2009,110000,100000,Diesel
3240,Hyundai Grand i10 Sportz,Hyundai,2015,425000,12000,Petrol
3241,Honda Amaze VX i-DTEC,Honda,2016,700000,35000,Diesel
3242,Maruti Zen Estilo VXI BSIV,Maruti,2010,130000,50000,Petrol
3243,Maruti Swift Dzire ZDI,Maruti,2017,650000,67000,Diesel
3244,Renault Duster Petrol RxL,Renault,2013,400000,100000,Petrol
3245,Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,800000,60000,Diesel
3246,Mahindra Bolero Power Plus SLX,Mahindra,2017,675000,70000,Diesel
3247,Maruti Omni E MPI STD BS IV,Maruti,2017,210000,50000,Petrol
3248,Tata New Safari DICOR 2.2 EX 4x2,Tata,2009,150000,120000,Diesel
3249,Maruti Omni CNG,Maruti,2007,45000,100000,CNG
3250,Hyundai i20 Sportz 1.2,Hyundai,2015,516000,90000,Petrol
3251,Hyundai i20 Sportz 1.2,Hyundai,2014,450000,80000,Petrol
3252,Chevrolet Spark 1.0 LS,Chevrolet,2012,134000,90000,Petrol
3253,Toyota Etios VD,Toyota,2014,509999,157000,Diesel
3254,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2016,500000,20000,Petrol
3255,Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2008,130000,80000,Petrol
3256,Maruti Swift ZDi BSIV,Maruti,2015,575000,60000,Diesel
3257,Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2015,550000,49000,Petrol
3258,Tata Indica Vista Terra TDI BSIII,Tata,2009,145000,89255,Diesel
3259,Maruti Alto 800 LXI,Maruti,2020,347000,5000,Petrol
3260,Tata Indica Vista Quadrajet VX,Tata,2013,275000,110000,Diesel
3261,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2010,630000,200000,Diesel
3262,Chevrolet Beat Diesel,Chevrolet,2012,160000,90000,Diesel
3263,Fiat Grande Punto 1.3 Dynamic (Diesel),Fiat,2010,150000,63000,Diesel
3264,Honda Mobilio S i VTEC,Honda,2015,550000,23000,Petrol
3265,Mahindra Quanto C6,Mahindra,2013,349000,100000,Diesel
3266,Mahindra Bolero DI DX 8 Seater,Mahindra,2004,229999,168000,Diesel
3267,Tata Indica Vista Aqua 1.4 TDI,Tata,2008,110000,90000,Diesel
3268,Maruti Wagon R LXI Minor,Maruti,2008,110000,70000,Petrol
3269,Renault KWID RXE,Renault,2018,245000,5550,Petrol
3270,Maruti Alto K10 VXI,Maruti,2014,180000,100000,Petrol
3271,Maruti Wagon R VXI BS IV,Maruti,2014,290000,80000,Petrol
3272,Hyundai i20 Magna,Hyundai,2010,250000,40000,Petrol
3273,Tata Indigo TDI,Tata,2010,150000,100000,Diesel
3274,Maruti 800 AC BSII,Maruti,2004,55000,35000,Petrol
3275,Skoda Laura L n K 1.9 PD,Skoda,2006,500000,75000,Diesel
3276,Mahindra Quanto C4,Mahindra,2013,290000,150000,Diesel
3277,Maruti Alto STD,Maruti,2009,72000,70000,Petrol
3278,Maruti Ritz VDi,Maruti,2014,250000,115000,Diesel
3279,Maruti Swift AMT VXI,Maruti,2019,575000,25000,Petrol
3280,Kia Seltos HTK Plus AT D,Kia,2019,1300000,10000,Diesel
3281,Hyundai Santro Magna BSIV,Hyundai,2019,425000,15000,Petrol
3282,Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2019,470000,10000,CNG
3283,Toyota Etios VX,Toyota,2012,220000,80000,Petrol
3284,Maruti Alto 800 LXI,Maruti,2020,310000,1700,Petrol
3285,Ford Figo 1.5D Trend MT,Ford,2016,400000,45217,Diesel
3286,Hyundai EON Magna Plus,Hyundai,2018,310000,20000,Petrol
3287,Maruti Ciaz ZDi Plus SHVS,Maruti,2017,750000,50000,Diesel
3288,Tata New Safari DICOR 2.2 EX 4x2,Tata,2009,204999,120000,Diesel
3289,Maruti Swift 1.3 VXi,Maruti,2010,260000,50000,Petrol
3290,Maruti Alto LXi,Maruti,2012,180000,40000,Petrol
3291,Mahindra Renault Logan 1.5 DLE Diesel,Mahindra,2007,125000,110000,Diesel
3292,Maruti Swift VDI BSIV,Maruti,2014,420000,155000,Diesel
3293,Maruti Alto K10 LXI,Maruti,2011,220000,70000,Petrol
3294,Maruti Alto K10 2010-2014 VXI,Maruti,2010,200000,70000,Petrol
3295,Ford Ikon 1.4 TDCi DuraTorq,Ford,2009,130000,100000,Diesel
3296,Tata Tiago XT,Tata,2016,335000,41000,Petrol
3297,Ford Endeavour Titanium Plus 4X4,Ford,2017,2650000,60000,Diesel
3298,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,2675000,56000,Diesel
3299,Ford Endeavour Titanium Plus 4X4,Ford,2017,2675000,60000,Diesel
3300,Honda City V AT,Honda,2011,434999,97000,Petrol
3301,Honda City i VTEC S,Honda,2014,500000,60000,Petrol
3302,Maruti Alto K10 VXI Airbag,Maruti,2017,290000,60000,Petrol
3303,Ford Ecosport 1.5 Ti VCT AT Titanium,Ford,2014,475000,48000,Petrol
3304,Maruti Swift Dzire VDi,Maruti,2009,270000,190000,Diesel
3305,Hyundai Xcent 1.2 VTVT S,Hyundai,2019,600000,80000,Petrol
3306,Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,300000,70000,Diesel
3307,Volkswagen Jetta 2.0L TDI Comfortline,Volkswagen,2012,415000,80000,Diesel
3308,Maruti Vitara Brezza ZDi Plus AMT,Maruti,2018,800000,30000,Diesel
3309,Hyundai Grand i10 Sportz,Hyundai,2016,420000,44440,Petrol
3310,Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2018,1250000,30000,Diesel
3311,Maruti Swift VDI BSIV,Maruti,2011,270000,120000,Diesel
3312,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,390000,80000,Diesel
3313,Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2012,400000,110000,Diesel
3314,Ford Fiesta 1.4 ZXi Leather,Ford,2007,100000,170000,Petrol
3315,Audi A6 2.7 TDI,Audi,2010,850000,46000,Diesel
3316,Chevrolet Cruze LTZ AT,Chevrolet,2012,359000,120000,Diesel
3317,Maruti Swift Dzire ZDI,Maruti,2015,470000,91365,Diesel
3318,Maruti Swift Dzire VDI,Maruti,2013,360000,90010,Diesel
3319,Maruti Ertiga VDI,Maruti,2013,250999,80000,Diesel
3320,Tata Nano Lx BSIV,Tata,2012,45000,35000,Petrol
3321,Maruti Wagon R VXI BSII,Maruti,2006,75000,80000,Petrol
3322,Maruti Swift Dzire VDI,Maruti,2013,495000,31800,Diesel
3323,Maruti Wagon R CNG LXI,Maruti,2013,310000,59100,CNG
3324,Honda Jazz 1.2 V i VTEC,Honda,2016,540000,31200,Petrol
3325,Maruti Ciaz VDi Plus SHVS,Maruti,2016,665000,51000,Diesel
3326,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,425000,22700,Diesel
3327,Audi A4 2.0 TDI,Audi,2011,1295000,58000,Diesel
3328,Maruti Ciaz VDI SHVS,Maruti,2016,675000,50900,Diesel
3329,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2018,980000,10000,Diesel
3330,Chevrolet Beat Diesel LS,Chevrolet,2014,320000,60000,Diesel
3331,Maruti Ritz VXI,Maruti,2011,250000,80000,Petrol
3332,Maruti Baleno Zeta 1.3,Maruti,2016,600000,72000,Diesel
3333,Hyundai Xcent 1.2 Kappa S,Hyundai,2016,300000,96000,Petrol
3334,Chevrolet Beat Diesel LS,Chevrolet,2014,305000,66000,Diesel
3335,Maruti Wagon R LXI Minor,Maruti,2009,106000,70000,Petrol
3336,Hyundai Accent GLS 1.6 ABS,Hyundai,2006,90000,75000,Petrol
3337,Tata Tiago 1.2 Revotron XZ,Tata,2019,539000,2417,Petrol
3338,Hyundai EON Era Plus Option,Hyundai,2016,250000,30000,Petrol
3339,Mahindra Scorpio BSIV,Mahindra,2018,707000,60000,Diesel
3340,Hyundai Getz GLS,Hyundai,2007,95000,120000,Petrol
3341,Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2020,495000,7000,CNG
3342,Tata Indigo TDI,Tata,2012,200000,35000,Diesel
3343,Maruti A-Star Vxi,Maruti,2009,110000,110000,Petrol
3344,Maruti Alto LXi,Maruti,2008,100000,130000,Petrol
3345,Maruti Alto 800 LX,Maruti,2016,150000,25000,Petrol
3346,Ford Ikon 1.3 Flair,Ford,2005,50000,80000,Petrol
3347,Chevrolet Aveo 1.4,Chevrolet,2007,85000,70000,Petrol
3348,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,475000,23000,Petrol
3349,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2014,425000,40000,Petrol
3350,BMW 5 Series 530i,BMW,2006,480000,110000,Petrol
3351,Maruti S-Cross Delta DDiS 200 SH,Maruti,2019,950000,10000,Diesel
3352,Maruti Swift Dzire VDI,Maruti,2015,535000,80000,Diesel
3353,Hyundai Verna CRDi SX ABS,Hyundai,2009,325000,25000,Diesel
3354,Maruti Wagon R Stingray VXI,Maruti,2013,270000,74000,Petrol
3355,Maruti Celerio VXI,Maruti,2015,300000,60000,Petrol
3356,Volkswagen Vento Diesel Trendline,Volkswagen,2011,325000,70000,Diesel
3357,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,350000,100000,Diesel
3358,Hyundai Verna CRDi SX,Hyundai,2008,229999,146000,Diesel
3359,Maruti Swift Dzire LDi,Maruti,2012,325000,120000,Diesel
3360,Maruti Wagon R LXI,Maruti,2005,70000,70000,Petrol
3361,Skoda Laura Ambiente,Skoda,2008,190000,120000,Diesel
3362,Chevrolet Cruze LTZ,Chevrolet,2011,345000,65500,Diesel
3363,Mahindra Scorpio 1.99 S10,Mahindra,2016,1025000,70000,Diesel
3364,Maruti Alto 800 LXI,Maruti,2012,120000,50000,Petrol
3365,Maruti Alto LXi BSIII,Maruti,2009,114999,90000,Petrol
3366,Honda City 1.5 S MT,Honda,2009,300000,120000,Petrol
3367,Maruti Celerio VXI,Maruti,2016,340000,56000,Petrol
3368,Maruti Wagon R LXI,Maruti,2005,90000,70000,Petrol
3369,Maruti Alto LX,Maruti,2006,150000,140300,Petrol
3370,Maruti Alto K10 2010-2014 VXI,Maruti,2010,115999,70000,Petrol
3371,Maruti Wagon R VXI,Maruti,2016,375000,23000,Petrol
3372,Maruti Zen Estilo LXI BSIII,Maruti,2007,275000,10211,Petrol
3373,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2005,120000,120000,Diesel
3374,Maruti Celerio ZDi,Maruti,2015,350000,120000,Diesel
3375,Maruti Celerio ZXI,Maruti,2017,409999,35000,Petrol
3376,Hyundai Verna 1.6 SX,Hyundai,2012,500000,130000,Diesel
3377,Nissan Sunny Diesel XL,Nissan,2013,220000,90000,Diesel
3378,Ford Fiesta 1.6 Duratec EXI Ltd,Ford,2008,120000,80000,Petrol
3379,Hyundai Santro Xing XK,Hyundai,2007,70000,55000,Petrol
3380,Maruti Swift Dzire ZXI Plus,Maruti,2017,800000,15000,Petrol
3381,Maruti Swift Dzire VDI,Maruti,2014,450000,260000,Diesel
3382,Mahindra Scorpio SLE BSIV,Mahindra,2012,525000,145000,Diesel
3383,Datsun GO Plus Remix Limited Edition,Datsun,2016,300000,35000,Petrol
3384,Hyundai i10 Magna,Hyundai,2008,195000,56000,Petrol
3385,Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2007,130000,98000,Diesel
3386,Toyota Etios VD,Toyota,2011,300000,135000,Diesel
3387,Maruti Alto VXi,Maruti,2002,120000,60000,Petrol
3388,Toyota Innova 2.5 G3,Toyota,2010,450000,120000,Diesel
3389,Tata Indigo LS,Tata,2010,160000,102000,Diesel
3390,Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2018,800000,35000,Diesel
3391,Maruti 800 AC,Maruti,2013,100000,80000,Petrol
3392,Maruti Alto 800 LXI,Maruti,2015,265000,32933,Petrol
3393,Maruti Wagon R LXI,Maruti,2008,175000,54551,Petrol
3394,Maruti Omni 8 Seater BSIV,Maruti,2014,250999,57112,Petrol
3395,Hyundai Xcent 1.2 VTVT S AT,Hyundai,2015,471000,41025,Petrol
3396,Maruti Swift Dzire LDI,Maruti,2019,650000,5000,Diesel
3397,Hyundai EON Magna,Hyundai,2012,225000,53122,Petrol
3398,Maruti Alto 800 LXI CNG,Maruti,2013,245000,64111,CNG
3399,Maruti Ritz LXi,Maruti,2011,221000,78892,Petrol
3400,Hyundai i20 1.2 Asta,Hyundai,2011,271000,74113,Petrol
3401,Maruti Wagon R VXI,Maruti,2012,290000,80000,Petrol
3402,Maruti Swift VXi BSIV,Maruti,2017,525000,39000,Petrol
3403,Volkswagen Vento 1.6 Highline,Volkswagen,2012,377000,84775,Petrol
3404,Tata Nano LX SE,Tata,2012,95000,20778,Petrol
3405,Maruti Ertiga VDI,Maruti,2015,763000,64441,Diesel
3406,Honda Amaze S i-Vtech,Honda,2015,450000,43192,Petrol
3407,Tata Nano Twist XE,Tata,2014,140000,44416,Petrol
3408,Maruti Ciaz VDi Plus SHVS,Maruti,2016,701000,79991,Diesel
3409,Nissan Micra Diesel XV,Nissan,2011,277000,62601,Diesel
3410,Maruti Baleno Delta Automatic,Maruti,2018,520000,50000,Petrol
3411,Ford Figo Aspire 1.5 TDCi Ambiente ABS,Ford,2017,550000,100000,Diesel
3412,Volkswagen Vento Diesel Highline,Volkswagen,2011,260000,97000,Diesel
3413,Renault Pulse RxZ,Renault,2015,420000,100000,Diesel
3414,OpelCorsa 1.4 GL,OpelCorsa,2002,35000,100000,Petrol
3415,Mahindra XUV500 W7 BSIV,Mahindra,2018,1150000,20000,Diesel
3416,Maruti Ciaz 1.4 Zeta,Maruti,2017,680000,46000,Petrol
3417,Maruti Swift VDI,Maruti,2012,425000,40000,Diesel
3418,Maruti Swift Dzire LDI,Maruti,2014,450000,70000,Diesel
3419,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Toyota,2008,590000,89600,Diesel
3420,Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen,2017,936999,60800,Petrol
3421,Honda Mobilio S i DTEC,Honda,2015,420000,104000,Diesel
3422,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2014,450000,80000,Diesel
3423,Maruti 800 AC,Maruti,2004,40000,69111,Petrol
3424,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,520000,70000,Diesel
3425,Maruti 800 AC,Maruti,2007,80000,120000,Petrol
3426,Tata Nano CX,Tata,2014,55000,40000,Petrol
3427,Mahindra Bolero DI DX 7 Seater,Mahindra,2001,80000,100000,Diesel
3428,Maruti Alto 800 LXI,Maruti,2019,210000,20000,Petrol
3429,Tata Tiago 1.05 Revotorq XM,Tata,2017,260000,50000,Diesel
3430,Tata Zest Quadrajet 1.3,Tata,2016,250000,70000,Diesel
3431,Tata Indica Vista Aqua TDI BSIII,Tata,2008,80000,90000,Diesel
3432,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,2010,450000,150000,Diesel
3433,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2005,310000,120000,Diesel
3434,Ford Figo Petrol EXI,Ford,2014,350000,90000,Petrol
3435,Maruti SX4 VDI,Maruti,2011,320000,100000,Diesel
3436,Honda Amaze S i-DTEC,Honda,2016,475000,90000,Diesel
3437,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2011,220000,140000,Diesel
3438,Tata Indica GLS BS IV,Tata,2008,70000,60000,Petrol
3439,Chevrolet Sail Hatchback 1.3 TCDi,Chevrolet,2015,281000,40000,Diesel
3440,Tata Indigo Grand Dicor,Tata,2013,211000,80000,Diesel
3441,Hyundai Elite i20 Petrol Magna Exective,Hyundai,2018,550000,11000,Petrol
3442,Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,2014,350000,110000,Diesel
3443,Maruti Wagon R VXI AMT,Maruti,2017,420000,19890,Petrol
3444,Renault KWID RXT,Renault,2015,270000,20969,Petrol
3445,Maruti Celerio VXI,Maruti,2016,399000,20194,Petrol
3446,Ford Figo Trend,Ford,2016,440000,34982,Petrol
3447,Hyundai EON Magna,Hyundai,2012,250000,44588,Petrol
3448,Ford Ecosport 1.5 Diesel Titanium,Ford,2016,650000,57904,Diesel
3449,Maruti Alto K10 VXI,Maruti,2015,270000,59258,Petrol
3450,Ford Figo Trend,Ford,2016,390000,60826,Petrol
3451,Mahindra XUV500 W10 2WD,Mahindra,2018,1500000,50000,Diesel
3452,Maruti 800 AC,Maruti,2014,225000,35000,Petrol
3453,Mahindra XUV500 W8 2WD,Mahindra,2015,900000,110000,Diesel
3454,Hyundai Tucson 2.0 e-VGT 2WD AT GL,Hyundai,2018,1600000,40000,Diesel
3455,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,2019,800000,10000,Petrol
3456,Honda Amaze E i-Dtech,Honda,2013,320000,50000,Diesel
3457,Maruti Alto 800 LXI,Maruti,2016,300000,25000,Petrol
3458,Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,740000,25000,Petrol
3459,Datsun RediGO SV 1.0,Datsun,2019,350000,1300,Petrol
3460,Datsun GO T BSIV,Datsun,2014,280000,40000,Petrol
3461,Maruti Swift Dzire AMT VDI,Maruti,2018,675000,50000,Diesel
3462,Hyundai i10 Era 1.1 iTech SE,Hyundai,2011,300000,20000,Petrol
3463,Chevrolet Captiva 2.0L VCDi,Chevrolet,2011,400000,76000,Diesel
3464,Mahindra Scorpio VLX 2WD BSIV,Mahindra,2010,420000,100000,Diesel
3465,Tata New Safari 3L Dicor LX 4x2,Tata,2008,300000,120000,Diesel
3466,Maruti Wagon R VXI Minor,Maruti,2010,170000,70000,Petrol
3467,Hyundai EON Era Plus,Hyundai,2014,210000,70000,Petrol
3468,Maruti Ertiga VDI,Maruti,2015,600000,60000,Diesel
3469,Maruti Wagon R VXI BS IV,Maruti,2014,260000,38000,Petrol
3470,Tata Nano Twist XT,Tata,2015,82000,19000,Petrol
3471,Mahindra TUV 300 T8,Mahindra,2016,690000,75000,Diesel
3472,Hyundai Grand i10 CRDi Asta,Hyundai,2015,300000,70000,Diesel
3473,Honda BRV i-DTEC V MT,Honda,2017,1250000,30000,Diesel
3474,Hyundai Verna CRDi 1.6 EX,Hyundai,2017,799000,31707,Diesel
3475,Toyota Fortuner 3.0 Diesel,Toyota,2010,1000000,180000,Diesel
3476,Maruti Alto 800 LXI,Maruti,2014,190000,90000,Petrol
3477,Mahindra Verito 1.5 D2 BSIII,Mahindra,2014,250000,30000,Diesel
3478,Hyundai Verna 1.6 i ABS,Hyundai,2009,200000,60000,Petrol
3479,Mahindra Bolero DI,Mahindra,2005,300000,90000,Diesel
3480,Tata Zest Revotron 1.2T XMS,Tata,2015,250000,120000,Petrol
3481,Maruti 800 AC,Maruti,2008,90000,70000,Petrol
3482,Renault Duster 85PS Diesel RxL,Renault,2016,700000,160000,Diesel
3483,Volvo XC60 D3 Kinetic,Volvo,2012,1750000,115992,Diesel
3484,Maruti Wagon R VXI Optional,Maruti,2017,290000,110000,Petrol
3485,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,2014,1050000,97000,Diesel
3486,Tata Indigo LX Dicor,Tata,2008,70000,100000,Diesel
3487,Maruti Swift ZDi BSIV,Maruti,2016,520000,41000,Diesel
3488,Tata Indigo LS,Tata,2012,150000,90000,Diesel
3489,Hyundai i10 Magna 1.1,Hyundai,2008,120000,90000,Petrol
3490,Hyundai i20 Asta Option 1.2,Hyundai,2016,600000,25000,Petrol
3491,Tata Xenon XT EX 4X4,Tata,2010,150000,70000,Diesel
3492,Volkswagen Vento Petrol Highline,Volkswagen,2011,400000,60000,Petrol
3493,Maruti Alto 800 LXI,Maruti,2015,310000,30000,Petrol
3494,Maruti Baleno Alpha 1.2,Maruti,2015,550000,30000,Petrol
3495,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,550000,60000,Diesel
3496,Hyundai Grand i10 CRDi Magna,Hyundai,2013,320000,73000,Diesel
3497,Maruti 800 AC BSII,Maruti,1992,50000,100000,Petrol
3498,Maruti Vitara Brezza VDi Option,Maruti,2017,700000,50000,Diesel
3499,Maruti Ertiga VDI,Maruti,2012,700000,110000,Diesel
3500,Hyundai i20 1.4 Sportz,Hyundai,2017,655000,84000,Diesel
3501,Chevrolet Beat LT LPG,Chevrolet,2011,200000,110000,LPG
3502,Renault Duster 85PS Diesel RxL Optional,Renault,2012,375000,150000,Diesel
3503,Hyundai Verna 1.6 SX,Hyundai,2012,470000,109052,Diesel
3504,Maruti Ciaz VDi,Maruti,2015,550000,90658,Diesel
3505,Honda Amaze VX i-DTEC,Honda,2014,500000,110000,Diesel
3506,Datsun GO T Option BSIV,Datsun,2015,210000,25000,Petrol
3507,Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz,2013,1451000,81000,Diesel
3508,Hyundai Verna SX AT Diesel,Hyundai,2009,245000,75000,Diesel
3509,Honda WR-V i-VTEC VX,Honda,2017,700000,25552,Petrol
3510,Hyundai EON Magna Plus,Hyundai,2018,300000,20000,Petrol
3511,Hyundai Xcent 1.2 CRDi E,Hyundai,2017,350000,80000,Diesel
3512,Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2017,635000,25000,Petrol
3513,Honda City S,Honda,2012,325000,40700,Petrol
3514,Mahindra XUV500 AT W10 1.99 mHawk,Mahindra,2017,1150000,65500,Diesel
3515,Tata Indigo GLE BSIII,Tata,2008,110000,42000,Petrol
3516,Honda City 1.5 V MT,Honda,2018,890000,8000,Petrol
3517,Maruti Swift 1.3 LXI,Maruti,2007,73000,80000,Petrol
3518,Maruti Ciaz ZXi Plus,Maruti,2016,750000,6000,Petrol
3519,Maruti Baleno Alpha 1.2,Maruti,2018,690000,11174,Petrol
3520,Tata Indigo GLS,Tata,2008,130000,120000,Petrol
3521,Hyundai Santro Xing GLS,Hyundai,2007,85000,85000,Petrol
3522,Hyundai Elantra 2.0 SX AT,Hyundai,2018,1575000,10000,Petrol
3523,Nissan Sunny Diesel XV,Nissan,2013,325000,105000,Diesel
3524,Honda City 1.3 EXI,Honda,1998,85000,120000,Petrol
3525,Hyundai Verna 1.6 CRDI SX Option,Hyundai,2018,860000,30000,Diesel
3526,Maruti S-Cross Sigma DDiS 200 SH,Maruti,2017,690000,41000,Diesel
3527,Hyundai Elantra CRDi S,Hyundai,2013,650000,54000,Diesel
3528,Chevrolet Sail LS ABS,Chevrolet,2014,375000,40000,Diesel
3529,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,525000,71000,Diesel
3530,Maruti Eeco Smiles 5 Seater AC,Maruti,2016,330000,72500,Petrol
3531,Maruti Eeco Smiles 5 Seater AC,Maruti,2013,280000,76600,Petrol
3532,Maruti Swift ZXI,Maruti,2014,470000,40000,Petrol
3533,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2011,350000,110000,Diesel
3534,Honda City 1.5 V Elegance,Honda,2012,480000,63000,Petrol
3535,Hyundai Verna 1.6 CRDi SX,Hyundai,2016,620000,60000,Diesel
3536,Datsun GO T BSIV,Datsun,2014,250000,58000,Petrol
3537,Chevrolet Spark 1.0,Chevrolet,2010,78692,80000,Petrol
3538,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2012,350000,80000,Diesel
3539,Maruti Wagon R LX Minor,Maruti,2013,250000,70000,Petrol
3540,Hyundai i20 1.2 Sportz,Hyundai,2011,260000,97700,Petrol
3541,Honda Mobilio S i DTEC,Honda,2016,640000,36000,Diesel
3542,Tata New Safari DICOR 2.2 EX 4x2,Tata,2008,220000,90000,Diesel
3543,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,465000,130000,Diesel
3544,Maruti Swift Vdi BSIII,Maruti,2010,229999,120000,Diesel
3545,Maruti Wagon R VXI BS IV,Maruti,2018,425000,15000,Petrol
3546,Tata Indica GLS BS IV,Tata,2008,95000,120000,Petrol
